Apelido,Username,Data/Hora,Respondendo,Texto,link_img,Comentarios,Retweets,Likes
Direitos Já!,@direitosjaforum,2021-01-19T01:56:23.000Z,"@solangecouto1
 abraça a vacina. E você?

#AbraceAVacina",,https://pbs.twimg.com/ext_tw_video_thumb/1351347228137451520/pu/img/NlWL_PF2lSUnaiFz.jpg,,,
 Allyson Honorio ,@allysonhonorio1,2021-01-19T01:26:17.000Z,"UAI SÔÔÔÔ
A VACINA CHEGOOOOOU 
TREM BÃO DEMAIS DA CONTA 
@RomeuZema
 
@governomg
 
#BoraVacinar","Citar Tweet
G1
@g1
 · 1 h
Técnica de enfermagem é a primeira pessoa vacinada contra o coronavírus em Minas Gerais http://glo.bo/3szaQQ2 #G1",https://pbs.twimg.com/profile_images/895772431457157121/n8bWszjh_mini.jpg,,,
McDonald's Brasil,@McDonalds_BR,2021-01-18T20:56:02.000Z,"A McLoma deu a letra da #Méquizice: molho extra e picles extra no BIG MAC... ostentação! E a sua, qual é?",,https://pbs.twimg.com/media/EsCubkEW4AcoC_F.jpg,199,414,"6,9 mil"
ℕ𝕒𝕥 ᶜʳᶠ ¹⁸⁹⁵,@natgomesRJ,2021-01-19T02:20:12.000Z,"Minha #Méquizice é Big Mac de frango...
Ah, lembrei que vcs tiraram ele de linha...
Saudades Olimpíadas, quando pude provar essa iguaria sem igual",GIF,https://pbs.twimg.com/tweet_video_thumb/EsD5DY7XMAIumWf.jpg,,,
GGA,@gga09,2021-01-19T02:23:21.000Z,"A vacina é de quem mesmo 
@jairbolsonaro
 . 
#DoriaPresidente2022",,https://pbs.twimg.com/media/EsD5yBZXIAIM3QD?format=jpg&name=small,,,
kayo,@eukayozineo,2021-01-19T02:41:13.000Z,"só queria dizer pra vocês que a 
@usekayozineo
 vai fazer brusinha da Vacina SIM
#VacinaDoButantan #vacina #VemVacina #brusinha",,https://pbs.twimg.com/media/EsD93r0W8AEV94s?format=jpg&name=medium,,,
Vacina já,@Murata1,2021-01-19T01:46:08.000Z,"Governo Bolsonaro admite ao STF que sabia, desde 8 de janeiro, da falta de oxigênio em Manaus
#QueremosImpeachment","Governo Bolsonaro sabia 10 dias antes de colapso em Manaus e necessidade de transferir pacientes -...
Documentos do Ministério da Saúde falam em “possibilidade iminente de colapso” desde 4 de janeiro
apublica.org",https://pbs.twimg.com/card_img/1351219872622141449/3NfEaMYd?format=jpg&name=small,,2,1
Luiz,@im_luizz,2021-01-19T02:46:03.000Z,"aqui tá a galera anti-vacina que não vai nem chegar viva na próxima eleição 

#QueroBolsonaroAte2026",,https://pbs.twimg.com/media/EsD--nzXcAAyNLT?format=jpg&name=small,,,
Vacina Já para todo povo,@nuncaparedeler,2021-01-19T01:02:16.000Z,"Em resposta a 
@LuPsiAmbiental
 @EmersonAnomia
 e 
@butantanoficial","poderia ter um painel bem grande nas capitais iria ficar bom demais ne.  Todo colorido e alegre!!!  eu to é feliz que chegou vacina
 Viva o SUS e viva a ciência ",https://abs-0.twimg.com/emoji/v2/svg/1f489.svg,1,,1
PAULO DE JESUS SANTOS,@PAULODEJESUSS13,2021-01-19T01:59:15.000Z,"Caio Coppolla, mais uma vez Perfeito em sua Análise da Politização da Vacina pelo ExDorian.","Doria e a Vacina, minha (re)estreia na CNN
Na minha (re)estreia na CNN (quadro “Liberdade de Opinião”) falei sobre a vacinação contra COVID-19 e a postura (equivocada) do Governador Paulista ***...
facebook.com",https://pbs.twimg.com/card_img/1351302740090228738/ZKlSo7dT?format=jpg&name=240x240,,,
VbBomba,@VbBomba,2021-01-19T01:07:00.000Z,"Esta asquerosa tomou a vacina do 
@jdoriajr
  e ficou assim!
#QueroBolsonaroAte2026",,https://pbs.twimg.com/media/EsDoLv3XUAQ3eYZ?format=jpg&name=small,,,
Soares Importados,@AbigailDonato11,2021-01-19T01:05:52.000Z,"MINIATURAS POKEMON GRANDE + POKEBOLAS 5 CM NO BRASIL https://youtu.be/Q7i419M02qw via 
@YouTube
 

#MusicaNoModoOffline 
#AprecieComModeração
#mentiroso 
 Cássio
Vachina
Metaforando
APESAR DA VACINA
Placebo
Peaky Blinders
Felipe Melo
Goiás x Flamengo","MINIATURAS POKEMON GRANDE + POKEBOLAS 5 CM NO BRASIL
MINIATURAS POKEMON GRANDE + POKEBOLAS 5 CM NO BRASIL
youtube.com",https://pbs.twimg.com/card_img/1348741639360036867/RQSVv9tk?format=jpg&name=240x240,,,
