Apelido,Username,Data/Hora,Respondendo,Texto,link_img,Comentarios,Retweets,Likes
Conservadores Pará,@PaConservadores,2021-01-31T23:59:29.000Z,"Após denúncia de furar a fila da vacina contra a covid-19, coordenadores da Divisa em Santarém pedem exoneração.",,https://pbs.twimg.com/media/EtGVFwzXAAEpSbN?format=jpg&name=small,,5,13
Carlos R.,@CarlosR36450250,2021-01-31T23:55:10.000Z,Para que essa vontade imensa de vacina?,,https://pbs.twimg.com/media/EtGUiN8XYAMWcvB?format=jpg&name=medium,,2,4
VEJA,@VEJA,2021-01-31T23:42:26.000Z,"Brasil é um dos países que mais vacinam contra a Covid por dia 
https://veja.abril.com.br/saude/brasil-e-um-dos-paises-que-mais-vacinam-contra-a-covid-por-dia/…",,https://pbs.twimg.com/media/EtGRnb7XYAEzpuG?format=jpg&name=small,148,121,936
G.Kaos Nerd,@GersonKaosNerd,2021-01-31T23:55:35.000Z,"Eu fico imaginando a ansiedade do Bozo esperando o peru virar jacaré.
#ForaBolsonaro
#BolsonaroGenocida","Comentar o Tweet
Louis-Eugène Varlin
@worgtal
 · 31 de jan
Mais um para a irmandade. #COVID19 twitter.com/cynaramenezes/…",https://pbs.twimg.com/profile_images/1155257506463199232/CtiUgWeX_mini.jpg,,,1
"Denise Garrett, MD - VACINA JÁ",@dogarrett,2021-01-31T23:52:54.000Z,"O Ministro da Saúde da África do Sul anuncia a compra de 20 milhões de doses da vacina da Pfizer.
Vou repetir:
A África do Sul comprou 20 milhões de doses da vacina da Pfizer. 
É esse o tuíte.","Report: SA orders 20 million Pfizer vaccines
A first shipment of AstraZeneca/Oxford jabs produced in India is due to arrive on Monday, with injections expected to start two weeks later.
ewn.co.za",https://pbs.twimg.com/card_img/1360114820473884675/3iTBbm7k?format=jpg&name=240x240,18,179,"1,2 mil"
O Globo Brasil,@OGloboPolitica,2021-01-31T23:45:47.000Z,"Manifestantes fazem protestos pelo impeachment de 
@jairbolsonaro
 e de apoio à vacinação. https://glo.bo/3r3zV3S",,https://pbs.twimg.com/media/EtGSXomXEAQnua4?format=jpg&name=small,37,42,333
mariana,@fckngz,2021-01-31T23:59:13.000Z,"rindo disso aqui sobre a karol conka: como se acha o insumo da vacina da covid, nao passa da seringa descartada !!",,https://pbs.twimg.com/media/EtGVdYuW8AMMlZp?format=jpg&name=900x900,,,13
Jornal de Notícias,@JornalNoticias,2021-01-31T23:52:03.000Z,Vacina covid em Israel mostra taxa extremamente baixa de infeções http://dlvr.it/Rrl1Hp,,https://pbs.twimg.com/media/EtGT0nBVEAEDW_u?format=jpg&name=small,,12,34
Iza Dias - Fora golpistas,@izadora_diass,2021-01-31T23:58:03.000Z,"“Meu corpo, minhas regras” só serve para esquerda identitária

Enquanto Doria faz propaganda eleitoral com a vacina, um setor da esquerda apoia medidas ditatoriais contra a população

https://causaoperaria.org.br/meu-corpo-minhas-regras-so-serve-para-esquerda-identitaria/…",,https://pbs.twimg.com/media/EtGVMadXMAM1c48?format=jpg&name=small,1,6,11
LUA,@LuaLubra23,2021-01-31T23:48:03.000Z,"#Fantastico 
Queremos vacina e não compra de votos que é mais um crime do #StopDerrubaBolsonaro","Comentar o Tweet
Jennifer Giacomet
@JeGiacomet
 · 31 de jan
3 bilhões para votarem no Lira pagariam 30 milhões de doses de vacina.  
O Brasil está quebrado. 
Moralmente quebrado.

#StopBolsonaroMundial",https://pbs.twimg.com/profile_images/1361445672130662401/2PsoNpM1_mini.jpg,,,3
exausta,@caroline__diniz,2021-01-30T19:31:13.000Z,Vai nascer mais dois braços e uma leptospirose,"Comentar o Tweet
Estado de Minas
@em_com
 · 30 de jan
Haja coragem! Em sábado de muito calor, homem nada na Lagoa da Pampulha para se refrescar. 

Veja detalhes da história em https://em.com.br/app/noticia/gerais/2021/01/30/interna_gerais,1233710/em-sabado-ensolarado-homem-nada-na-lagoa-da-pampulha-veja-video.shtml…

Crédito: Thiago Madureira/EM/D.A Press.",https://pbs.twimg.com/profile_images/1171108108585881601/LMcaP7Rm_mini.jpg,2,,2
bruna turner the simp,@wannabenough,2021-01-31T23:48:44.000Z,as saudades que eu tenho dela são infinitas odeio te corona quero tar com a renata,"Comentar o Tweet
rena :)
@renata_santos79
 · 31 de jan
este mês fez um ano desde que estive com a bruna pela primeira e última vez :(((( i miss her every single day",https://pbs.twimg.com/profile_images/1362418627027337220/upXdvWQV_mini.jpg,,1,1
Carla Zambelli,@CarlaZambelli38,2021-01-31T19:33:33.000Z,"Bancada feminina prestando seu apoio ao 
@ArthurLira_
 para Presidente da Câmara dos Deputados em almoço hoje, domingo.",,https://pbs.twimg.com/media/EtFYppWXEAYdqy3?format=jpg&name=small,"1,1 mil","1,8 mil","13,1 mil"
brunxmig,@brunxmig,2021-01-31T23:53:25.000Z,Essa lady gaga é das mulheres mais inteligentes bro então já que não pode ganhar dinheiro em shows nem fazer grandes videoclipes porque não investir na própria linha de comida em tempos de corona? she’ll be always a queen,"Comentar o Tweet
hotdogsz (Taylor’s Version)
@hotdogsz
 · 30 de jan
babe are you okay??? you’ve barely touched your chromatica limited edition curry
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1362978826658185217/RhmPQLiN_mini.jpg,,,3
Justiça Em Foco,@JusticaEmFoco,2021-01-31T23:51:48.000Z,Lewandowski nega liminar que pedia prioridade na vacinação de pessoas com deficiência https://justicaemfoco.com.br/desc-noticia.php?id=140229…,,https://pbs.twimg.com/media/EtGTLVeXYAU-bmj?format=jpg&name=small,,4,
Leonardo Cisneiros,@leocisneiros,2021-01-31T23:47:50.000Z,"Thread alertando para o fato de q as variantes do Corona, como o Bolsovirus de Manaus, acontecem nos locais onde a epidemia não tem controle. E se tornam ameaças inclusive a quem vacina direito. BOLSONARO É UMA AMEAÇA MUNDIAL","Comentar o Tweet
Ashish K. Jha, MD, MPH
@ashishkjha
 · 29 de jan
Heard of SARS-CoV2 variant from Japan?

No?

How about one from South Korea?

No?

Surely variants from New Zealand & Vietnam?

Of course not

Because these places haven't given rise to scary variants

But what places have.....has big implications for ending the pandemic

Thread
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1206973402176606208/BB8EX4ci_mini.jpg,1,4,9
Herbertt Marinho,@herberttmar,2021-01-31T23:54:31.000Z,"Em Teresina com meu amigos da 
@ChesfOficial
 lutando contra a Privatizaçãoda empresa , contra Bolsonaro e em defesa da Vacina para todos. #StopDerrubaBolsonaro",,https://pbs.twimg.com/media/EtGUX6cXUAALEtY?format=jpg&name=small,,,4
Tupiniquim do Sul,@TupiniquimS,2021-01-31T23:50:57.000Z,"Manifestação de desobediência civil contra lockdown, máscaras e vacina obrigatória!

Pegadinha do Malandro... iê iê glu glu...","Comentar o Tweet
Z
L
@zsg_39
 · 31 de jan
Segura aí, calça apertada! Acabou a pandemia.",https://pbs.twimg.com/profile_images/1362198567004168195/fGcdWicu_mini.jpg,,1,4
Observatório da TV,@TVObservatorio,2021-01-31T23:52:04.000Z,"Sobrinho de Hebe Camargo, Cláudio Pessuti morre vítima do coronavírus - Observatório da TV - https://is.gd/b1Cn26",,https://pbs.twimg.com/media/EtGT0uXW8AQ_LT3?format=jpg&name=small,,1,8
madu nogueira,@maducrvg_,2021-01-31T23:52:33.000Z,corona vc me PAGA ! eu so queria ficar assim,"Comentar o Tweet
madu nogueira
@maducrvg_
 · 11 de mar de 2019
enfermeira de plantao no carnaval kkkkk ",https://pbs.twimg.com/profile_images/1362658413285699585/FPPt2ZHD_mini.jpg,2,,5
Tiago Valentim,@tiagovalentimtv,2021-01-31T23:58:32.000Z,"Coronavírus: Brasil chega a 224,5 mil mortos pela covid-19 e já teve mais de 9,2 milhões de casos da doença.",,https://pbs.twimg.com/media/EtGVTfbWMAA4ihQ?format=jpg&name=small,,,2
SIC Notícias,@SICNoticias,2021-01-31T23:56:05.000Z,Covid-19. Brasil com mais 559 mortes e 27.756 casos de infeção pelo coronavírus,"Covid-19. Brasil com mais 559 mortes e 27.756 casos de infeção pelo coronavírus
Já entre os estados com mais óbitos contam-se São Paulo (53.034), Rio de Janeiro (29.811), Minas Gerais (15.060) e Rio Grande do Sul (10.669).
sicnoticias.pt",https://pbs.twimg.com/card_img/1361173585608404993/6WH8D57q?format=jpg&name=240x240,3,1,6
SIC Notícias,@SICNoticias,2021-01-31T23:51:08.000Z,"Covid-19. PS quer vacina já para Ferro e “vices“, deputados aguardam algumas semanas","Covid-19. PS quer vacina já para Ferro e ''vices'', deputados aguardam algumas semanas
Carta enviada ao presidente da Assembleia da República, Ferro Rodrigues, pela líder do grupo parlamentar dos socialistas, Ana Catarina Mendes.
sicnoticias.pt",https://pbs.twimg.com/card_img/1361173506101293062/vwL2cQ7w?format=jpg&name=240x240,2,,4
Luisa: Sem estresse com política,@luisa_braghieri,2021-01-31T23:55:49.000Z,"ELE TEM NÃO TEM UM CORAÇÃO NO PEITO. TEM UMA PEDRA. 
Covid-19: Lewandowski nega prioridade a pessoas com deficiência na vacinação 
@UOLNoticias
 @UOL","Covid-19: Lewandowski nega prioridade a pessoas com deficiência na vacinação
O ministro Ricardo Lewandowski, do STF (Supremo Tribunal Federal), negou ontem uma liminar...
noticias.uol.com.br",https://pbs.twimg.com/card_img/1361103274619863042/kt_2mfuW?format=jpg&name=small,,,2
Sebastião Maciel,@tiao_maciel,2021-01-31T23:54:21.000Z,"Em resposta a 
@MhelMarrer
 e 
@JohnnyKleber","Boa. (Mas que a ""defesa"" do Chapelle é hilária, é. 
)",https://abs-0.twimg.com/emoji/v2/72x72/1f609.png,3,,3
Modo Stealth,@andre_info,2021-01-31T23:48:23.000Z,"esse bando de colonista safado com ""vacina já"", no nick hj defendeu essa merda aqui.","Comentar o Tweet
UOL Notícias
@UOLNoticias
 · 31 de jan
Brasil fechou central que distribuía vacinas e privatizou serviço em 2018 http://zpr.io/Rnegj",https://pbs.twimg.com/profile_images/1145769146996723712/a2YGX3rT_mini.png,,9,11
liv e noah conta de bffs,@noahsbae,2021-02-01T23:58:44.000Z,"""prefere ser gentil e tratar todos os participantes bem ou andar de jacare?""

Karol Conká: acelera aí lacoste",,https://pbs.twimg.com/media/EtLe8KIXEAYw576?format=jpg&name=small,1,4,21
"edu
rdo M(rv.)",@edbomfim,2021-02-01T23:51:33.000Z,"Mas é muita coincidência, só isso!

Primeiro indígena a tomar a vacina CoronaVac no Acre morre nesta segunda-feira, 1º","Primeiro indígena a tomar a vacina CoronaVac no Acre morre nesta segunda-feira, 1º | Única News -...
unicanews.com.br",https://pbs.twimg.com/card_img/1361453038700003328/KUT0RQ96?format=jpg&name=small,6,9,15
camilafalcaoofc,@camilafalcaoofc,2021-02-01T22:07:23.000Z,"Em resposta a 
@NinaFerrari2
 @CarpegianiChag1
 e 
@ufanistacut3","Talvez porque ele NÃO MORREU POR CONTA DA VACINA, bem informada né 
 dó",https://abs-0.twimg.com/emoji/v2/72x72/1f923.png,8,,27
Thiago Ferreira,@thiagopro,2021-02-01T23:55:57.000Z,"O Brasil com 225 mil mortos por #coronavírus e o Governador de Minas pedindo o combate à corrupção e reformas... nenhuma linha sobre vacina, auxilio emergencial e combate à pandemia. É o Novo...","Comentar o Tweet
Romeu Zema
@RomeuZema
 · 1 de fev
Um senador eleito por Minas no comando do Senado! Parabéns ao novo presidente Rodrigo Pacheco. Desejo sabedoria e muito diálogo na condução dos trabalhos, visando o bem-estar dos brasileiros, o combate à corrupção e o foco nas reformas que farão nosso país avançar cada vez mais.",https://pbs.twimg.com/profile_images/1337407169881395213/MZZSeB4q_mini.jpg,,1,1
O Presidente é Jair Messias Bolsonaro,@Eduardo61227414,2021-02-01T23:54:27.000Z,"Quase Duzentos Americanos Morreram Devido À Vacina da Pfizer Contra Covid Em Duas Semanas https://criticanacional.com.br/2021/02/01/quase-duzentos-norte-americanos-morreram-devido-a-vacina-da-pfizer-contra-covid-em-duas-semanas/… via 
@criticanac","Quase Duzentos Americanos Morreram Devido À Vacina da Pfizer Contra Covid Em Duas Semanas | Crítica...
por angelica ca e paulo eneas De acordo com dados do Sistema de Notificação de Eventos Adversos de Vacinas (VAERS) dos Estados Unidos, divulgado no dia
criticanacional.com.br",https://pbs.twimg.com/card_img/1361365404048887809/fRRwoHqn?format=jpg&name=small,,1,1
Ryanᶜᵉᶜ,@Christopher6x1,2021-02-01T23:58:53.000Z,"Quem n der Rt não vai receber a vacina, bj","Comentar o Tweet
Giu
@Giu_menezes12_
 · 1 de fev
Oii gente boa noite, sou maquiadora e designer de sobrancelhas, dou cursos profissionais nessas duas áreas 
 como estamos na pandemia estou fazendo promoções quem tiver interesse pode me chamar 
segue lá no insta 
 https://instagram.com/giuliamenezesmakeup?igshid=mfm6aamq6foz… 
Quem puder dar RT ajuda dms ",https://pbs.twimg.com/profile_images/1346858009805414400/htNS1S_W_mini.jpg,1,1,1
"Renan Araujo
VACINA JA",@Araujo_Renan,2021-02-01T23:57:42.000Z,"Já pensou?
Não tem dinheiro pra ciência, não tem dinheiro pra vacina, não tem dinheiro pra auxílio emergencial

Mas do nada arranja 3 bilhão pra comprar parlamentar

#NovaPolitica","Comentar o Tweet
Estadão
@Estadao
 · 1 de fev
Planalto liberou R$ 3 bi em obras a 285 parlamentares em meio à eleição no Congresso

O Estadão teve acesso a uma planilha interna de controle de verbas, até então sigilosa, com os nomes dos parlamentares contemplados com os recursos “extras”
https://bit.ly/3j79lo5
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1297827081791905795/H4qtFpQ-_mini.jpg,1,1,11
Jornal da Record,@jornaldarecord,2021-02-01T23:45:38.000Z,"Na abertura do ano judiciário, o presidente do STF defendeu a vacina e criticou o que chamou de “obscurantismo”. O presidente Jair Bolsonaro participou da cerimônia #JornalDaRecord #JR24H",,https://pbs.twimg.com/amplify_video_thumb/1356388049370800131/img/AR_qQ1DhLH7ujLbk.jpg,2,3,18
Dados da COVID-19 no Brasil,@covid19brbot,2021-02-01T23:57:36.000Z," [ATUALIZAÇÃO] 
 Fonte: Secretarias Estaduais de Saúde (https://covid19br.wcota.me)
 Brasil tem 9.235.154 casos e 225.238 óbitos por #coronavirus.
 São 30.423 casos e 734 óbitos novos em relação ao balanço do dia anterior do Ministério da Saúde.",,https://pbs.twimg.com/media/EtLergQXYAAWg0t?format=jpg&name=small,1,2,4
Nivaldo TM,@AdsumP,2021-02-01T23:46:18.000Z,"'Tiro no pé': sanções dos EUA fazem países reduzir uso de dólar e buscar opções, diz relatório: https://br.sputniknews.com/economia/2021020116877484-tiro-no-pe-sancoes-dos-eua-fazem-paises-reduzir-uso-de-dolar-e-buscar-opcoes-diz-relatorio/… via 
@sputnik_brasil","'Tiro no pé': sanções dos EUA fazem países reduzir uso de dólar e buscar opções, diz relatório
Países sancionados pelos Estados Unidos buscam reduzir a dependência do dólar e começam a usar outras moedas em transações comerciais com parceiros.
br.sputniknews.com",https://pbs.twimg.com/card_img/1361378000663633925/WFiRqpv3?format=jpg&name=small,,3,2
Carlos Moisés,@CarlosMoises,2021-02-01T23:58:16.000Z,Nesta terça-feira vamos distribuir mais doses da vacina contra a Covid-19 para os municípios de SC. Elas servirão para cumprir a segunda etapa de imunização dos profissionais de saúde e dos grupos prioritários.,,https://pbs.twimg.com/media/EtLeyn6WMAMyaXK?format=jpg&name=small,10,11,107
Giovane Marcelino L,@giovaneml,2021-02-01T23:49:00.000Z,"DESINFORMAÇÃO: Cartaz colocado em parada de ônibus de Criciúma traz um conteúdo totalmente errado sobre a vacinação contra a covid-19. 

foto: 
@nauanydias",,https://pbs.twimg.com/media/EtKYEs9XcAcrOXG?format=png&name=small,11,9,28
Craudio - Socialismo ou morte,@craudio99,2021-02-01T23:58:21.000Z,"Os números do dia no país que, seguindo o ritmo de vacinação atual, irá demorar 1.570 dias (ou 4 anos) pra atingir a meta de 90% de imunizados. A morte, portanto, é projeto bem executado do governo de imbecis.",,https://pbs.twimg.com/media/EtLez0EW4AEdiJT?format=png&name=small,,,1
Carla Quevedo,@carlahaquevedo,2021-02-01T23:51:17.000Z,"Ora, o Governo que prepara um plano de vacinação vago com escassa informação disponível é o mesmo que quer criminalizar o comportamento indecente. #modusoperandi","Lacerda Sales: Vacinação indevida contra a covid-19 pode levar a sanções
O secretário de Estado adjunto e da Saúde afirmou esta segunda-feira que vão existir sanções caso se comprove que existiram irregularidades no plano de vacinação.
rtp.pt",https://pbs.twimg.com/card_img/1361401351574605825/2gQ_tA45?format=jpg&name=small,1,,4
exame,@exame,2021-02-01T23:54:52.000Z,Em busca da vacina: de oeste a leste,"Em busca da vacina: de oeste a leste
“Hoje decidem-se os comandos dos dois pratos do Congresso Nacional, e o debate sobre a vacinação é candidato forte a estrela na reabertura dos trabalhos”
exame.com",https://pbs.twimg.com/card_img/1361510089404915713/fVBjtGlw?format=jpg&name=small,1,2,37
MARIO,@marioscand,2021-02-01T23:49:54.000Z,"Sem folia: Rio cancela ponto facultativo no Carnaval: https://br.sputniknews.com/brasil/2021020116879166-sem-folia-rio-cancela-ponto-facultativo-no-carnaval/… via 
@sputnik_brasil","Sem folia: Rio cancela ponto facultativo no Carnaval
O prefeito do Rio de Janeiro, Eduardo Paes, cancelou hoje (1º) o ponto facultativo que tinha anunciado para a segunda-feira de Carnaval, dia 15 de fevereiro.
br.sputniknews.com",https://pbs.twimg.com/card_img/1361697312964280330/b9oL2a1u?format=jpg&name=small,,,2
Malu Fontes,@malufontes,2021-02-01T23:55:52.000Z,"Trancoso, Arraial D’Ajuda, Caraíva: os jatinhos voaram, o coronavírus ficou - Agência Pública","Trancoso, Arraial D’Ajuda, Caraíva: os jatinhos voaram, o coronavírus ficou - Agência Pública
Levantamento indica o aumento expressivo dos novos casos de Covid-19 em Porto Seguro após o réveillon de aglomerações e festas em algumas das praias mais procuradas do país
apublica.org",https://pbs.twimg.com/card_img/1361407193501818883/eO2y_fnM?format=png&name=small,3,3,17
Governo de SC,@GovSC,2021-02-01T23:48:06.000Z,"A 
@saudepublicasc
 confirmou que nesta terça-feira, 02, irá encaminhar 71.040 novas doses da vacina Sinovac/CoronaVac aos municípios. 

Saiba mais ","Vacinação em SC: Governo do Estado distribuirá segunda dose da vacina CoronaVac
Foto: Ricardo Wolffenbuttel / Secom A Secretaria de Estado da Saúde (SES-SC) confirmou que nesta terça-feira, 02, irá encaminhar 71.040 novas doses da va...
sc.gov.br",https://pbs.twimg.com/card_img/1361465629962866694/-wLDwbWp?format=jpg&name=small,,2,11
Ângelo Lelio,@angelolelio,2021-02-01T23:46:50.000Z,"Trancoso, Arraial D’Ajuda, Caraíva: os jatinhos voaram, o coronavírus ficou | por 
@anjosannab
 https://apublica.org/2021/02/trancoso-arraial-dajuda-caraiva-os-jatinhos-voaram-o-coronavirus-ficou/#.YBiS4tgsEEY.twitter… via 
@agenciapublica","Trancoso, Arraial D’Ajuda, Caraíva: os jatinhos voaram, o coronavírus ficou - Agência Pública
Levantamento indica o aumento expressivo dos novos casos de Covid-19 em Porto Seguro após o réveillon de aglomerações e festas em algumas das praias mais procuradas do país
apublica.org",https://pbs.twimg.com/card_img/1361407193501818883/eO2y_fnM?format=png&name=small,,,2
Memória Olímpica Podcast,@OlimpicaMemoria,2021-02-02T23:48:25.000Z," Em 1996, os Jogos Olímpicos de Verão comemorava 100 anos de existência e a comunidade olímpica internacional acreditava ser direito de Atenas, que era berço tanto dos Jogos da antiguidade quanto da Era Moderna.",,https://pbs.twimg.com/media/EtQmJomWgAE7XH8?format=png&name=small,1,1,2
Rádio CBN,@CBNoficial,2021-02-02T23:53:58.000Z,"Desde o início da pandemia, o país confirmou 226.383 óbitos em decorrência da doença. Já são 13 dias seguidos com a média móvel de mortes acima de mil. #Covid19 #coronavírus #NoArNaCBN","Brasil registra 1.240 novas mortes por Covid-19 m 24 horas
Desde o início da pandemia, o país confirmou 226.383 óbitos em decorrência da doença. Já são 13 dias seguidos com a média móvel de mortes acima de mil.
cbn.globoradio.globo.com",https://pbs.twimg.com/card_img/1360470866845392896/FU8w4NEB?format=jpg&name=small,1,6,27
TV Cultura,@tvcultura,2021-02-02T23:57:17.000Z,"Para o Dr. Renato Kfouri, começar o plano de vacinação pela proteção indireta normalmente é um equívoco. #Covid-19 #Indonésia","Estratégia da Indonésia de vacinar jovens primeiro é infactível, diz diretor da Sociedade Brasile...
Para o Dr. Renato Kfouri, começar o plano de vacinação pela proteção indireta normalmente é um equívoco.
cultura.uol.com.br",https://pbs.twimg.com/card_img/1361884879022088195/5zVeemru?format=jpg&name=small,,1,10
Estado de Minas,@em_com,2021-02-02T23:52:57.000Z,COVID-19: Minas investiga quase 300 casos de 'fura-filas' de vacinação,"COVID-19: Minas investiga quase 300 casos de 'fura-filas' de vacinação
Queixas recebidas pela Ouvidoria-Geral do Estado passarão por avaliação e serão encaminhadas aos órgãos competentes. Infratores podem ser punidos
em.com.br",https://pbs.twimg.com/card_img/1361896086709895170/8T--e_G-?format=jpg&name=small,3,5,20
Fernando kabulozo,@FernandoCabulo3,2021-02-02T23:53:56.000Z,"Coronavírus: o Estado de São Paulo continua pior do que o Brasil .

E aí calça atolada?",,https://pbs.twimg.com/media/EtQnbklXIAIgh0f?format=jpg&name=small,7,25,97
"Letícia, vendedora de ekmek",@doidanojao,2021-02-02T23:57:49.000Z,"Mi, iyi ki varsın! Mto bom ter vc surtando comigo e no mesmo nível que eu! Que o coronga deixe a gente ter outro encontrinho em breve! (Ps: eu amo essa foto)",,https://pbs.twimg.com/media/EtQoUJnXEAE7zl7?format=jpg&name=small,2,,2
Crawling Chaos,@Cesar1306_,2021-02-02T23:55:12.000Z,"Imagina ser médico e falar coisas desse tipo.

Não quer tomar vacina pois foram usadas células ORIGINÁRIAS de um feto abortado? Ok, mas avalie as outras coisas que toma, grande parte dos medicamentos são testadas nessas mesmas células.",,https://pbs.twimg.com/media/EtQnUDYXcAMYn5y?format=jpg&name=small,,,2
Bianca D. Silva,@biaBDSM,2021-02-02T23:52:52.000Z,Poderia ser eu e vc mas vc n toma vacina,"Comentar o Tweet
Selene Vampire
Lycans Queen
Cold Heart
@nunespereirabr
 · 2 de fev
Podia ser eu e vc... 

QuartaMementoVivireSDV",https://pbs.twimg.com/profile_images/1350780291498049537/WmT35qf1_mini.jpg,,1,3
Assembleia de Deus,@adbrasil,2021-02-02T23:49:17.000Z," Segunda mutação é achada em variante do Reino Unido 
 e preocupa cientistas

Alteração pode reduzir eficácia de vacina e exige redobrar medidas contra contágio, dizem virologistas
 #covid19 #coronavirus","Segunda mutação é achada em variante do Reino Unido e preocupa cientistas - 02/02/2021 - Equilíbrio...
Alteração pode reduzir eficácia de vacina e exige redobrar medidas contra contágio, dizem virologistas
folha.uol.com.br",https://pbs.twimg.com/card_img/1361691269748162560/Gb6TvjJI?format=jpg&name=small,,1,6
Dr. Luciana Machado,@machadolac,2021-02-02T23:56:24.000Z,Negacionista dizendo que está tudo bem enquanto a nova variante toma conta do país.,"De 
Àngel Marrades",https://pbs.twimg.com/ext_tw_video_thumb/1356277408777834499/pu/img/3aQIN6myr3RXDIog.jpg,,,4
Luiz,@limpalentestet,2021-02-02T23:50:16.000Z,"Será que essa vai ser a vacina campeã ?? 
  ",,https://pbs.twimg.com/media/EtQmY4YXAAEU3PO?format=jpg&name=small,1,,7
Jornalismo TV Cultura,@jornal_cultura,2021-02-02T23:57:49.000Z,"Para o Dr. Renato Kfouri, começar o plano de vacinação pela proteção indireta normalmente é um equívoco. #Covid-19 #Indonésia","Estratégia da Indonésia de vacinar jovens primeiro é infactível, diz diretor da Sociedade Brasile...
Para o Dr. Renato Kfouri, começar o plano de vacinação pela proteção indireta normalmente é um equívoco.
cultura.uol.com.br",https://pbs.twimg.com/card_img/1361884879022088195/5zVeemru?format=jpg&name=small,,4,13
Governo do Distrito Federal - GDF,@Gov_DF,2021-02-02T23:57:21.000Z,"#CORONAVÍRUS 
 | Acompanhe os dados diariamente!

Quer saber mais sobre a vacinação no DF? Acesse: http://agenciabrasilia.df.gov.br",,https://pbs.twimg.com/ext_tw_video_thumb/1356753575624511494/pu/img/aNtNjaF2ulua_Lru.jpg,,4,4
Victor com C de Cu,@maridodazulema_,2021-02-02T23:50:50.000Z,O olhar de quem não vacina os filhos eu AMO,"Comentar o Tweet
nicolly || lcdp
@najwaituno
 · 2 de fev
Um olhar 43 desses eu cairia morta",https://pbs.twimg.com/profile_images/1362766499203670018/xOoPjBDg_mini.jpg,6,3,27
Sidão,@o_cardeal,2021-02-02T23:59:05.000Z,Eu com o parça Chegando pra tomar vacina,"Comentar o Tweet
SAC PALMEIRAS ⓟ
@SacPaImeiras
 · 2 de fev
OS CRIA DA BASE DÃO AULA DE ESTILO",https://pbs.twimg.com/profile_images/1298712959816855557/Qpka2YRW_mini.jpg,,,2
Pedro dos Santos Frazão,@FrazaoPs,2021-02-02T23:58:06.000Z,"Como é que alguém pode dizer que a vacinação para o COVID19 está a correr “bem”!?? Está a correr “bem” se comparar com a cauda da Europa, como sempre!","Comentar o Tweet
Pedro Marques Lopes
@pedroml
 · 2 de fev
Parece que há quem lamente, mas a vacinação está a correr bem.",https://pbs.twimg.com/media/EtQoYMTWgAAyPna?format=jpg&name=small,1,2,14
Prefeitura de São Leopoldo,@prefasaoleo,2021-02-02T23:50:12.000Z," Vacinação prossegue e São Leopoldo recebe remessa de vacinas da Coronavac. Hoje, dia 2 de fevereiro, a vacina foi aplicada em Unidades Básicas de Saúde, na Upa Zona Norte e no Hospital Centenário.

Saiba mais: http://saoleopoldo.rs.gov.br/vacinacao",,https://pbs.twimg.com/media/EtQmktTXAAIGh9T?format=jpg&name=small,2,,4
Jessica Fiuza,@JessicaFiuza,2021-02-02T23:54:14.000Z,"Eu vou cobrar, igual ao seu barriga falando “me dê minha vacina”",,https://pbs.twimg.com/media/EtQnf50XYAESfNQ?format=jpg&name=small,,,4
Dados da COVID-19 no Brasil,@covid19brbot,2021-02-02T23:59:34.000Z," [ATUALIZAÇÃO] 
 Fonte: Secretarias Estaduais de Saúde (https://covid19br.wcota.me)
 Brasil tem 9.291.668 casos e 226.492 óbitos por #coronavirus.
 São 62.346 casos e 1.393 óbitos novos em relação ao balanço do dia anterior do Ministério da Saúde.",,https://pbs.twimg.com/media/EtQouARWgAIuJmK?format=jpg&name=small,,1,3
"Liane LULA
la pasionaria",@patativaparana,2021-02-02T23:51:57.000Z,"Vacina da UFPR em fase pré-clínica pode ser produzida totalmente no Brasil sem necessitar de importação de insumos.
Que balbúrdia, né?
#StopBolsonaroMundial","Vacina da UFPR pode ser produzida totalmente no Brasil
No momento a vacina da UFPR está em fase pré-clínica, em que ainda não são realizados testes com seres humanos.
tribunapr.com.br",https://pbs.twimg.com/card_img/1358897657394180106/RxfkJM8Q?format=jpg&name=small,1,5,7
Thaynara,@ThaynaraSousag,2021-02-02T23:49:19.000Z,"Tô assistindo as reportagens da vacina com idosos e eles chorando de felicidade eu fico tão soft com isso cara.
Quem tem coragem de machucar idoso e criança tá morta por dentro",,https://pbs.twimg.com/media/EtQmYDuXMAIcQwG?format=jpg&name=small,,,5
Jornal de Notícias,@JornalNoticias,2021-02-02T23:56:03.000Z,"Belém indica Marcelo, médico e duas enfermeiras para receber vacina http://dlvr.it/Rrtg75",,https://pbs.twimg.com/media/EtQn6slVkAEMD8s?format=jpg&name=small,1,1,9
