Apelido,Username,Data/Hora,Respondendo,Texto,link_img,Comentarios,Retweets,Likes
CartaCapital,@cartacapital,2020-12-07T23:57:52.000Z,Maia: Congresso fará plano de vacinação com ou sem governo,"Maia: Congresso fará plano de vacinação com ou sem governo - CartaCapital
'As pessoas vão começar a entrar em pânico se o Brasil ficar para trás nessa questão', disse o presidente da Câmara
cartacapital.com.br",https://pbs.twimg.com/card_img/1360993488087769093/czNBC8Lp?format=jpg&name=small,15,28,228
Alexandre67,@AlexandrePizzo,2020-12-07T23:56:31.000Z,No mínimo querem estragar a vacinação marqueteira ao menos na data prevista. Não acho que tenham culhões para barrar a sinovac.,"Comentar o Tweet
Artemis Zamis-Vacina para todos já.
@esquerdeando
 · 7 de dez de 2020
Após SP divulgar data de vacinação, Anvisa diz que não recebeu dado 'essencial para avaliação' da CoronaVac | Vacina | G1 https://g1.globo.com/bemestar/vacina/noticia/2020/12/07/apos-sp-divulgar-data-de-vacinacao-anvisa-diz-que-nao-recebeu-dado-essencial-para-avaliacao-da-coronavac.ghtml… 

A politização da vacina ficou assim Doria candidato quer salvar vidas, Bozo candidato quer matar.",https://pbs.twimg.com/profile_images/1353724834455429122/qsm2y5JR_mini.jpg,,,2
tchaki tcha,@thatsisacanton,2020-12-07T23:51:20.000Z,Como fazer vacina caseira usando maizena e sabonete líquido,"Comentar o Tweet
!Mike, The Creator¡
@evrenslon
 · 7 de dez de 2020
Em resposta a @luide
A gente pega a formula e produz em casa com ingredientes caseiro",https://pbs.twimg.com/profile_images/1345527120420876289/YQhpOaG-_mini.jpg,1,,6
Nei Robson #ImpeachmentBolsonaro,@neirobson,2020-12-07T23:51:30.000Z,"São Paulo é o ""hub"" da cura pela vacina no Brasil.","Comentar o Tweet
Noah Shuster
@noahshuster
 · 7 de dez de 2020
Quero só ver Bolsonaro tentar segurar agora. Já era. twitter.com/CNNBrasil/stat…",https://pbs.twimg.com/profile_images/1325093787333521409/Ko6gwMBk_mini.jpg,,,4
Helena #2021VacinaJá,@commasc_helena,2020-12-07T23:58:46.000Z," Doria. Vamos mesmo de Vachina Coronavac em SP, em janeiro, afinal a Anvisa está na China visitando duas Fabrichina da Coronavac e a da Oxford. Deixa o governo aguardando, sentado, março com a vachina de Oxford kkk
#BolsonaroAFavorDaCovid",,https://pbs.twimg.com/media/EorF6XQWMAUOATY?format=jpg&name=small,,,2
Leviih,@leovmoreira,2020-12-07T23:56:27.000Z,"boa noit gov João dória
neste momento de vacinação gostaria que tivestes um olhar mais atento  para os seus copartidarios! 
ouvi que existiram boatos por aí que eu saí do PSDB .. não é bem assim .. . qlqr coisa pergunte ao seu padrinho politico Geraldo alclmin
att,
Levi",,https://pbs.twimg.com/media/EorFY09XIAEJ32p?format=jpg&name=small,6,,45
Alexandre Souza Nascimento,@HitBoy,2020-12-07T23:57:55.000Z,"De onde que no BR isso daria certo.

Se sem vacina, está uma festa.

Com vacina, vira carnaval !","Comentar o Tweet
VEJA
@VEJA
 · 7 de dez de 2020
Rússia recomenda 42 dias sem álcool e reclusão após vacina contra Covid https://veja.abril.com.br/mundo/russia-recomenda-42-dias-sem-alcool-e-reclusao-apos-vacina/…",https://pbs.twimg.com/profile_images/1271506387860946945/7XBj9w3T_mini.jpg,,,2
Fenotipicamente Libanês,@ChrisTurco010,2020-12-07T23:56:19.000Z,"“Mas não tem medo de tomar a vacina?” Amigo, eu moro no Rio de Janeiro.","Comentar o Tweet
Pleurnichard Mecsplicateur™
@fvguima
 · 7 de dez de 2020
“Mas não tem medo de tomar a vacina?” amigo, eu sobrevivi 4 anos à base do yakisobra do tio do carrinho da Anhembi Morumbi twitter.com/vanahauf/statu…
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1356304711914237960/Oqx3yGTY_mini.jpg,,3,6
marcia denser,@mdenser,2020-12-07T23:57:37.000Z,É isso: ñ precisam do bozo pra resolver a questão da vacina!,"Comentar o Tweet
O BRASIL ESTÁ COMO O DIABO GOSTA, VOU PRÁ CUBA!
 · 7 de dez de 2020
Os governadores já receberam uma ""autorização"" para tratar dos assuntos da COVID-19 sem esperar o governo ou órgãos federais, ou seja eles podem tomar decisões que vão beneficiar seu estado durante a pandemia. twitter.com/mdenser/status…",https://pbs.twimg.com/profile_images/1360237428800421889/QgIlYGob_mini.jpg,,1,14
Juleno de Freitas,@juleno_14,2020-12-07T23:59:15.000Z,'Vai sair pra tomar a vacina? Ela é segura? Possui os dados? Vai abrir ela porra e ir mesmo sem os dados? E a Anvisa?',,https://pbs.twimg.com/media/EorGBt1XUAA0Qeo?format=jpg&name=small,,,6
Carlos Veras,@carlosveraspt,2020-12-07T23:57:14.000Z,"Enquanto o mundo todo corre atrás da vacina contra a Covid-19, Bolsonaro inaugura brechó no Palácio do Planalto.",,https://pbs.twimg.com/media/EorE82tWEAAocGI?format=png&name=small,2,1,10
Coronavirus COVID-19,@CoronavirusAL,2020-12-07T23:57:08.000Z," Brasil | Anvisa afirma que não recebeu dado essencial para avaliação da CoronaVac, segundo a Anvisa falta dados dos estudos da fase 3, que são os testes finais em humanos, o governo de São Paulo afirma que o material será enviado no próximo dia 15.","Comentar o Tweet
Coronavirus COVID-19
@CoronavirusAL
 · 7 de dez de 2020
 Brasil | O governador de São Paulo, João Dória, anunciou que a vacinação contra o #coronavirus deve começar em 25 de janeiro, porém a vacina CoronaVac (China) ainda não está aprovada pela Anvisa.
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1236419545285505025/KEVesolF_mini.jpg,1,3,10
lucianarg,@lucianarg78,2020-12-07T23:53:24.000Z,"PR 
@jairbolsonaro
 e Dona Micheque a prioridade do Brasil é a moda,  não as vidas ceifadas pelo Coronavirus.

#BolsonaroAFavorDaCovid 
#impeachment","Comentar o Tweet
LucyRG
@LucyRGuim
 · 7 de dez de 2020
Quem em sã consciência e empatia com o próximo, faz um evento com dinheiro público do povo, para sua autopromoção, o presidente Jair Ceifador e sua primeira dama Michele.
#BolsonaroAFavorDaCovid",https://pbs.twimg.com/profile_images/1284613435318304771/VnaTQMYv_mini.jpg,1,2,14
lobby,@gustavobrandx,2020-12-07T23:56:38.000Z,devem achar q prep protege do corona tbm,"Comentar o Tweet
Rafael
@mobbe
 · 6 de dez de 2020
E que tal a festa clandestina das gay que rolou aqui em Brasília ontem?",https://pbs.twimg.com/profile_images/1318335640187142145/6bz-Wkap_mini.jpg,2,,12
Carta Maior,@cartamaior,2020-12-07T23:54:04.000Z,"Dória dá a largada e anuncia: SP pode vacinar 9 milhões até março; só depende de a Anvisa de Bolsonaro autorizar a vacina 'chinesa'
 Touché!","Comentar o Tweet
DW Brasil
@dw_brasil
 · 7 de dez de 2020
Doria anuncia plano de imunização contra covid-19 no estado, começando por profissionais de saúde, idosos, indígenas e quilombolas. Se Anvisa aprovar a Coronavac, 9 milhões podem ser vacinados gratuitamente até março.

https://dw.com/pt-br/s%C3%A3o-paulo-prev%C3%AA-vacina%C3%A7%C3%A3o-a-partir-de-25-de-janeiro/a-55856838…",https://pbs.twimg.com/profile_images/900282743766044673/VkGpVlK2_mini.jpg,3,4,34
Municipalidad de General Pueyrredon,@munimardelplata,2020-12-07T23:55:18.000Z,PARTE DIARIO POR CORONAVIRUS ,"Comentar o Tweet
Secretaría de Salud MGP
@salud_mgp
 · 7 de dez de 2020
PARTE DIARIO POR CORONAVIRUS
 Hay 88 nuevas personas en tratamiento por Covid-19 y 92 recuperadas

En el último informe del SISA, se confirmaron 88 nuevos pacientes en tratamiento por Covid-19
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1205538150484979720/_X3R8EAp_mini.jpg,,1,6
Rádio Guaíba,@RdGuaibaOficial,2020-12-07T23:58:30.000Z,Bolsonaro: governo vai ofertar vacina gratuita e não obrigatória - https://guaiba.com.br/2020/12/07/bolsonaro-governo-vai-ofertar-vacina-gratuita-e-nao-obrigatoria/…,,https://pbs.twimg.com/media/EorF2vCXEAMaPc2?format=jpg&name=small,7,1,14
rondinelas,@Rondinellerafa,2020-12-08T23:59:30.000Z,eu na fila do postinho assim que a vacina chegar aqui em Caratinga,,https://pbs.twimg.com/ext_tw_video_thumb/1336460010239520769/pu/img/iOpem2Hjb0utm5GS.jpg,,24,103
Marco Aurélio Nunes,@MarcoARNunes,2020-12-08T23:57:54.000Z,Pazuello teve postura firme e correta na reunião. O Plano Nacional de Imunização é prerrogativa do Governo Federal. Nenhuma vacina poderá ser aplicada sem autorização da Anvisa. E a que está sendo politizada é do Butantan e não do estado de SP.,"Comentar o Tweet
Ministério da Saúde
@minsaude
 · 8 de dez de 2020
""Todas as vacinas que tiverem eficácia e registro da Anvisa serão adquiridas"". Esta foi a mensagem principal do ministro Eduardo Pazuello, em reunião com governadores, para reiterar o compromisso do @govbr contra a #COVID19. Siga o fio e veja AS informações da reunião.
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1350923509476823042/yKSyTnbG_mini.jpg,3,,3
Dr. Grogu,@rationalexpec,2020-12-08T23:54:09.000Z,"Não seja burro, tome a porra da vacina!",,https://pbs.twimg.com/media/EowOcqnXEAcXYkz?format=jpg&name=small,5,29,308
Débora.B.P.,@deborabpaim,2020-12-08T23:55:57.000Z,"DÓRIA SAIU ((DERROTADO)) DA REUNIÃO DOS GOVERNADORES!!!

((NÃO TERÁ VACINA EM SÃO PAULO.
TERÁ UMA VACINAÇÃO ""FEDERAL""))

REPASSA ESSE VÍDEO PARA QUE AS PESSOAS ENTENDAM O QUE TÁ ACONTECENDO.
""RONALDO CAIADO"" ACABOU COM DÓRIA EM ENTREVISTA NA CNN.","Governador de Goiás: Não existe vacina de São Paulo | CNN 360º
O governador de Goiás, Ronaldo Caiado (DEM), afirmou nesta terça-feira (8), em entrevista exclusiva à CNN, que a afirmação do governo paulista, comandado por...
youtube.com",https://pbs.twimg.com/card_img/1362922708514856965/_LyuS6AE?format=jpg&name=240x240,1,9,29
Tiago Serra Cunha,@tiagoserracunha,2020-12-08T23:55:56.000Z,"Eu sei que já é tipo a quinta coisa a que dou retweet sobre este filme, mas esta descrição fez-me deitar uma lágrima. Mandem daí a vacina e o aranhiço e está tudo perdoado, universo","Comentar o Tweet
DR Movie News
@DRMovieNews1
 · 8 de dez de 2020
Next year, when a vaccine is public, people will be craving to get back out there & enjoy what they dearly missed in 2020. It won’t be easy, but if there’s a movie that brings people back to a packed opening night crowd, a big bucket of popcorn & a large soda...

It’s #SpiderMan3",https://pbs.twimg.com/profile_images/1281034578589888515/P20MQWJU_mini.jpg,,,6
ninguém,@MAYA_DOUR,2020-12-08T23:58:03.000Z,o problema não é o trabalho e sim medo constante de pegar corona,,https://pbs.twimg.com/media/EowPVjgXcAAaD2G?format=jpg&name=medium,1,,8
Andinho Irritante,@Anderso83317727,2020-12-08T23:54:57.000Z,"D) que eu saiba o Doria não fez a vacina, logo não é dele
E) Obrigado por liberarem a fila pra mim 
F) Já tomou a ClOrOqUiNa hoje?",,https://pbs.twimg.com/media/EowOoZRXUAI2NqO?format=jpg&name=small,26,2,21
Edivaldo Bitencourt,@edibitencourt,2020-12-08T23:58:38.000Z," Reinaldo diz que MS terá vacina e “não importa de onde venha”;
 Maranhão entra com ação no STF para garantir vacinas aos estados;
 Vacinação em massa no Ocidente começa pela Grã Bretanha, que reforça treinamento e logística,
https://ojacare.com.br/2020/12/08/boletim-covid-o-jacare-caso-bolsonaro-nao-garanta-a-vacina-reinaldo-cogita-comprar-700-mil-doses/…",,https://pbs.twimg.com/media/EowPeFDXYAUtHTp?format=jpg&name=small,,1,1
Filemon Pereira,@filemonpereira,2020-12-08T23:56:10.000Z,"'Pazuello disse que levará ao Palácio compra da Coronavac', diz Flávio Dino | Blog da Andréia Sadi | G1","'Pazuello disse que levará ao Palácio compra da Coronavac', diz Flávio Dino
Governadores fizeram reunião virtual com ministro da Saúde nesta terça, para discutir a política de vacinação.
g1.globo.com",https://pbs.twimg.com/card_img/1362228997082472449/80k_W6oM?format=jpg&name=small,,,3
"Aristóteles
·",@max_grace_,2020-12-08T23:59:39.000Z,"Isso crentes, não tomem a vacina. Deus tá cuidando de vcs 
Deixa a vacina pra essas pessoas mundanas e sem fé 
/ironia","Comentar o Tweet
brenda
@brendasafra
 · 7 de dez de 2020
e meu grupo da família que mandaram vídeo de uma moça crente, falando em línguas, que Deus avisou a ela de que a vacina da covid é um plano do Diabo pra mandar as pessoas pro inferno e que ninguém que é fiel a Deus deve tomar?

meu pai amado..
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1342852039697686528/yYn2zQ_i_mini.jpg,1,1,7
carol,@caroldomings,2020-12-08T23:56:27.000Z,meu namorado esqueceu q existe coronavirus,,https://pbs.twimg.com/media/EowO-C0W8AA3nsB?format=jpg&name=small,2,,21
Leo Prates,@LeonardoPrates4,2020-12-08T23:57:45.000Z,"Mais uma vez reunimos a Prefeitura de Salvador e o Governo do Estado para debater ações estratégicas de enfrentamento ao Coronavírus, frente ao aumento no quadro de contaminação. Seguimos trabalhando firme pelo bem estar da população. Todos juntos pela saúde!",,https://pbs.twimg.com/media/EowPRWeXYAIntA6?format=jpg&name=small,14,7,84
تلك الوسادة السوداء,@swagcore699,2020-12-08T23:59:39.000Z,"Todos Sabem q o João Ditador Doria,é Canalha,Corrupto e Conspirador,e quer Derrubar o Presidente d República,Junto com Huck,Rodrigo Maia, Alcolumbre,STF,e os Canalhas Corruptos d Deputados e Senadores,o Doria fez um Contrato Bilionário com a SinoVac,q impos a Vacinação em Massa.","Comentar o Tweet
Carlos Bolsonaro
@CarlosBolsonaro
 · 8 de dez de 2020",https://pbs.twimg.com/profile_images/1328451641754980358/f54_lLK0_mini.jpg,,,6
Beatriz Ramos,@BiaRMesquita,2020-12-08T23:58:22.000Z,E eu pensando que fosse fila para vacina...,"Comentar o Tweet
Edna
@CezEdna
 · 8 de dez de 2020
Tem uma centena (no máximo) de pessoas na Paulista, gritando “fora Doria”. ",https://pbs.twimg.com/profile_images/1351019614306783237/I01KVihv_mini.jpg,2,,5
Noah Shuster,@noahshuster,2020-12-09T23:15:15.000Z,"Vou usar a expressão da 
@AnneRoCi
. “Estou supremamente surpreso”. kkkkkkkk","Comentar o Tweet
CNN Brasil
@CNNBrasil
 · 9 de dez de 2020
Anúncio do ministro da Saúde surpreende Pfizer",https://pbs.twimg.com/profile_images/1202609722257485824/NcFn6f7X_mini.jpg,3,12,51
Jaíne,@Jaine_Souza22,2020-12-09T23:56:32.000Z,Depois que tomar a vacina do covid,,https://pbs.twimg.com/media/Eo1YlR0XIAIfYpv?format=jpg&name=small,,1,4
Douglas Garcia,@DouglasGarcia,2020-12-09T23:54:35.000Z,"Entrevista que concedi agora à noite direto do plenário da ALESP ao Terça Livre. Apenas hoje:
- MP deu parecer favorável à minha ação contra o contrato da vachina de João Dória.
- ALESP aprovou meu req de urgência ao PDL42 que flexibiliza a quarentena
- Venci ação contra ANTFA",,https://pbs.twimg.com/amplify_video_thumb/1336820657150189568/img/HMIkSgs9BLOHyALA.jpg,333,"1,3 mil","6,7 mil"
𝖉𝖆𝖕𝖍,@ccorax_,2020-12-09T23:55:55.000Z,"acabei de receber uma imagem no grupo da família dizendo que o coronavírus não aguenta organismos com pH superior a 5?????? então devemos comer alguns alimentos ALCALINOS como LIMÃO (pH 9,9), LARANJA (pH 9,2) e ABACATE (pH QUINZE) pra subir nosso pH",,https://pbs.twimg.com/media/Eo1X9oxXUAIb2bG?format=png&name=small,5,,11
Paulo Figueiredo,@Paulimbh,2020-12-09T23:55:37.000Z,Vejam o furo de reportagem (amadora) desse humilde twitteiro que vos fala: A VACINA CHEGOU!,,https://pbs.twimg.com/media/Eo1YX5LXIAEk1vw?format=jpg&name=small,2,8,22
ᴘᴇᴅʀɪɴ,@jpantuneix,2020-12-09T23:51:37.000Z,melhor referência da saga crepúsculo impossível vou ter um imprinting com a vacina boa noite,"Comentar o Tweet
Alerquim
@vincentmoschen
 · 8 de dez de 2020
na minha cabeça vai ser exatamente assim
Mostrar esta sequência",https://pbs.twimg.com/profile_images/1355279286136139781/aSY0I7Ag_mini.jpg,,1,3
Joel PinGuim,@quiz__,2020-12-09T23:58:26.000Z,A vacina tá chegando via transporte dos empreendedores,"Comentar o Tweet
Quitéria
@Quiteria_silva
 · 9 de dez de 2020
Chegou!!! ",https://pbs.twimg.com/profile_images/1325259508260737024/KpVOYjPb_mini.jpg,,,2
Lívio Oliveira,@liviololiveira,2020-12-09T23:58:53.000Z,"ENTENDA A PARALISIA FACIAL QUE AFETOU VOLUNTÁRIOS DA VACINA CONTRA A COVID-19, VEJA IMAGENS","ENTENDA A PARALISIA FACIAL QUE AFETOU VOLUNTÁRIOS DA VACINA CONTRA A COVID-19, VEJA IMAGENS - Terra...
O que é A paralisia de Bell ou paralisia facial periférica é uma condição na
terrabrasilnoticias.com",https://pbs.twimg.com/card_img/1362627468360835073/OfoJvBuG?format=png&name=small,3,25,44
vitinho,@ovictormariano,2020-12-09T23:53:45.000Z,"""profissionais da saúde serão os primeiros a serem vacinados""

eu chegando no postinho:",,https://pbs.twimg.com/media/Eo1X8y6XMAEPI1z?format=jpg&name=medium,1,,14
Silvana Appio,@silvanaappio,2020-12-09T23:52:28.000Z,"""CORONAVAC (vachina) CUSTARIA R$ 15,7 BILHÕES A MAIS QUE A VACINA DE OXFORD""...
Vocês estão entendendo o desespero do ditaDória para enfiar aquela merda goela abaixo do povo?!! ELE QUER A $BUFUNFA$ !!! Não tá nem aí para a saúde de ninguém!!!
#ForaDoria maldito!!",,https://pbs.twimg.com/media/Eo1Xpw9XEAAGcXs?format=jpg&name=small,11,8,24
Ⓥ,@claudiolealfoto,2020-12-09T23:49:26.000Z,"Então além de não anunciar o plano de vacinação que foi prometido para HOJE, o presidente através do seu capacho tentaram mandar fake news só pra ter uma vacina antes do Dória","Comentar o Tweet
CNN Brasil
@CNNBrasil
 · 9 de dez de 2020
Anúncio do ministro da Saúde surpreende Pfizer",https://pbs.twimg.com/profile_images/1202609722257485824/NcFn6f7X_mini.jpg,1,,2
@BastosJuJu,@BastosJuJu,2020-12-09T23:56:01.000Z,"Não tomo também 
Tomo garrafada 
 Ivermectina 
 Hidroxicloroquina 
 Mais não a Vacina","Comentar o Tweet
Vil psic Brasil
@psic_con
 · 9 de dez de 2020
Em resposta a @BastosJusmari
Não vou tomar nenhuma",https://pbs.twimg.com/profile_images/1352221202429988866/oadBU9Kx_mini.jpg,,1,4
Mateus de Castro,@deCastroMateus,2020-12-09T23:53:01.000Z,"""Esqueceram de combinar com os russos"". Nesse caso, com a Pfizer.

Ou seja, mentiram pra acalmar a imprensa e o povo enquanto o presidente faz piada com os doentes.","Comentar o Tweet
CNN Brasil
@CNNBrasil
 · 9 de dez de 2020
Anúncio do ministro da Saúde surpreende Pfizer",https://pbs.twimg.com/profile_images/1202609722257485824/NcFn6f7X_mini.jpg,1,1,2
Gilberto Lima,@gilgomeslima,2020-12-09T23:54:39.000Z,Márcio Jerry pede vacina para todos e diz que Bolsonaro não pode atrapalhar com sua negligência e irresponsabilidade genocida https://gilbertolima.com.br/2020/12/marcio-jerry-pede-vacina-para-todos-e.html…,,https://pbs.twimg.com/media/Eo1YJDvXYAIajid?format=jpg&name=small,,,2
Vanessa Lima,@LimaVanessa,2020-12-09T23:58:30.000Z,"“Eu já peguei o vírus, não vou tomar a vacina!”

Aahhh, seu inutil, por que você não vai se lascar, hein?!","Comentar o Tweet
Fonte
@alfontenelle
 · 9 de dez de 2020
Enquanto Presidentes do mundo inteiro apresentam planos de vacinação para proteger e ver a economia reagir, o anti-cristo vai criando barreiras!!",https://pbs.twimg.com/profile_images/1350952525843869704/obmM7eYD_mini.jpg,1,,4
MariLULA - Chavista - Socialista,@MarivoneLula,2020-12-09T23:50:47.000Z,"#ForaBolsonaroGenocida 
> Jair INCOMPETENTE Bolsonaro recua e diz que vacinação pode começar em dezembro - 
#BolsonaroMentiroso
https://apostagem.com.br/2020/12/09/bolsonaro-recua-e-diz-que-vacinacao-pode-comecar-em-dezembro/… 
@a_postagem","A Postagem | Bolsonaro recua e diz que vacinação pode começar em dezembro
O ministro da Saúde, Eduardo Pazuello, disse hoje que a vacinação emergencial contra a covid-19 pode começar ainda em dezembro no país, com doses da vacina da Pfizer/Biontech. No entanto, o general...
apostagem.com.br",https://pbs.twimg.com/card_img/1363187364684849152/nIeZJ9gq?format=jpg&name=small,1,,2
"Mais Carnaval (de
)",@maiscarnaval,2020-12-10T22:37:30.000Z," Motora, muda de rota! Toca pra Nikity! Alô Viradouro! Alô Cubango! Alô Sossego! Carnaval na Amaral!!!",,https://pbs.twimg.com/media/Eo6QFn2XEAMOPKW?format=jpg&name=small,4,3,80
Gazeta do Povo,@gazetadopovo,2020-12-10T23:53:02.000Z,Ministério da Saúde negocia compra de 70 milhões de doses da vacina da Pfizer,"Ministério da Saúde negocia compra de 70 milhões de doses da vacina da Pfizer
O Ministério da Saúde assinou um memorando de entendimento com a Pfizer, para adquirir 70 milhões de doses da vacina contra a Covid-19.
gazetadopovo.com.br",https://pbs.twimg.com/card_img/1362062401953292290/y5hXUF51?format=jpg&name=small,13,21,187
alcool em gio,@gigiancst0,2020-12-10T23:56:44.000Z,Nordeste quem deveria receber a vacina primeiro depois disso,"Comentar o Tweet
out of context brazil
@oocbrazil
 · 10 de dez de 2020
0:15
194,4 mil visualizações",https://pbs.twimg.com/profile_images/1361359639837876232/Oi1YlQlB_mini.jpg,,1,4
Rádio BandNews FM,@radiobandnewsfm,2020-12-10T23:59:49.000Z,"A distribuição da vacina da Pfizer/BioNTech deve começar nesta sexta-feira (11) nos Estados Unidos.

Hoje (10), a Food and Drug Administration, órgão que regula medicamentos no país, autorizou a utilização do imunizante de forma emergencial.

Foto: REUTERS/Dado Ruvic",,https://pbs.twimg.com/media/Eo6i11UW8AMfedX?format=png&name=small,1,2,26
marcio martins,@INVICTUS_BRAZIL,2020-12-09T22:19:17.000Z,"Eu já sabia da gravidade... a cada dia aparece mais evidências...
Grave. Cortesia da 
@agentesec",,https://pbs.twimg.com/media/Eo1CTRVW8Acs1be?format=jpg&name=small,24,308,583
beleza,@nicholasvelico,2020-12-10T23:55:57.000Z,eu e o fag na fila pra vacina,"Comentar o Tweet
luma
@lumajpg
 · 7 de dez de 2020
como é gostoso ser paulista https://twitter.com/50CXNTS/status/1252288020457435136/video/1…",https://pbs.twimg.com/profile_images/1300788937368178694/ZB8zteyp_mini.jpg,1,1,5
Maira,@Mairanotwiter_,2020-12-10T22:54:49.000Z,A cloroquina não servia. Foi produzida . A vacina já foi certificado internacionalmente. Qual é o ponto?,"Comentar o Tweet
Coronel Tadeu
@CoronelTadeu
 · 10 de dez de 2020
Instituto Butantã começa a fabricar a vacina que não foi autorizada pela ANVISA. Se a ANVISA não autorizar eu pergunto: Processamos o João Dólar por improbidade ou arcamos com mais esse prejuízo? O comentário e o RT tá liberado.",https://pbs.twimg.com/profile_images/1091125342348214278/7IH6JGtB_mini.jpg,1,,6
"Nonô, o Vovô Investidor",@nonoinvestidor,2020-12-10T23:16:25.000Z,"O Vô perde na bolsa mas ganha amigos! Muito obrigado ao pessoal da TRÓPICO INVESTIMENTOS 
@GlendaFerreira
 @sf2invest
 @fernandocluiz
 e equipe! Uma agenda linda pro vô anotar todo dia ""PRECISO PARAR DE SER STOPADO"". Não sou cliente (ainda), mas faço questão de conhecer os 3 fundos!",,https://pbs.twimg.com/media/Eo6Y_mpWEAE8eGb?format=jpg&name=900x900,49,2,330
TSF Rádio,@TSFRadio,2020-12-10T23:57:02.000Z,Especialistas recomendam aprovação da vacina da Pfizer nos EUA http://dlvr.it/RnPjjZ Em http://TSF.pt,,https://pbs.twimg.com/media/Eo6iSjEU8AMQORx?format=jpg&name=small,1,1,4
Eduardo Leite,@EduardoLeite_,2020-12-10T13:15:25.000Z,"Recebemos há pouco o presidente 
@jairbolsonaro
 p/ inauguração da nova ponte do Guaíba. No trajeto até a obra, conversamos sobre a vacina contra o #coronavírus e pude renovar a convicção de que o 
@minsaude
 vai liderar o processo e disponibilizar as vacinas aprovadas pela Anvisa.",,https://pbs.twimg.com/media/Eo4Oez8XcAEnNAP?format=jpg&name=small,572,261,"1,2 mil"
Via Trolebus,@viatrolebus,2020-12-10T23:52:10.000Z,Empresas de ônibus junto com aéreas vão ajudar no transporte da vacina da Covid-19,"Empresas de ônibus junto com aéreas vão ajudar no transporte da vacina da Covid-19 - Via Trolebus
A Associação Brasileira das Empresas de Transporte Terrestre de Passageiros – Abrati, deve oferecer apoio gratuito à Azul para o transporte de vacinas da Covid-19, de acordo com uma publicação da...
viatrolebus.com.br",https://pbs.twimg.com/card_img/1362154573947838464/4U7l7Dyk?format=jpg&name=small,,1,7
Público,@Publico,2020-12-10T23:55:34.000Z,Coronavírus: Especialistas ouvidos pela FDA votam favoravelmente vacina da Pfizer e abrem porta a aprovação nos EUA,"Especialistas ouvidos pela FDA votam a favor da vacina da Pfizer e abrem porta a aprovação nos EUA
Painel considerou que benefícios conhecidos da vacina superam riscos. Aprovação de emergência poderá acontecer já nos próximos dias. Jovens com 16 e 17 anos também podem vir a tomar vacina.
publico.pt",https://pbs.twimg.com/card_img/1360731138734632965/_4Yweb3Y?format=jpg&name=small,1,2,12
J. B. de Araujo,@AMAROK_LUPPUS,2020-12-10T23:54:09.000Z,"Jornal da Cidade Online: Globo, que propagava o ""fique em casa"", tem ""onda"" de contaminação por coronavírus.
https://jornaldacidadeonline.com.br/noticias/25301/globo-que-propagava-o-equotfique-em-casaequot-tem-equotondaequot-de-contaminacao-por-coronavirus…

via 
@GoogleNews","Globo, que propagava o ""fique em casa"", tem ""onda"" de contaminação por coronavírus
A emissora que mais propagou o “fique em casa”, quem diria, a Rede Globo vai ter que paralisar gravações devido à “onda” de covid-19 entre os seus funcionários. A emissora do Rio de Janeiro pretende...
jornaldacidadeonline.com.br",https://pbs.twimg.com/card_img/1363088453311877124/9uj0n9zH?format=jpg&name=small,1,5,14
ℋeℓeηαSthephanowitz™,@Helenasth,2020-12-10T23:58:55.000Z,"O Brasil está prestes a alcançar 180 mil vidas perdidas para o coronavírus. Nas últimas 24 horas foram registrados 769 óbitos, totalizando 179.801 mortes. Novos 53.359 casos da doença foram contabilizados, elevando para 6.783.477 o número de infectados no país.",,https://pbs.twimg.com/media/Eo6invNXIAA42pZ?format=jpg&name=small,2,4,4
Claudio Agar Vieira,@claudioAvieira,2020-12-11T23:53:16.000Z,"Em resposta a 
@jdoriajr","Desejo insano de promover uma vacinação 
 questionável por todos... Aqui em casa essa vacina não entra!",https://abs-0.twimg.com/emoji/v2/72x72/1f489.png,,,2
@BastosJuJu,@BastosJuJu,2020-12-11T23:53:39.000Z,"Vc acha que este DITADOR aí de São Paulo tá preocupado com s cidade ou Cracolândia 
Ela tá preocupado com #Vachina ","Comentar o Tweet
Fernando
@ChabadFernando
 · 11 de dez de 2020
Em resposta a @BastosJusmari
E as procedências na Cracolândia?",https://pbs.twimg.com/profile_images/1340468735619035137/3-L8xSQ6_mini.jpg,,,2
Cristiane Martins,@cristianepmar,2020-12-11T23:58:01.000Z,Não vou esquecer que Bolsonaro cantou “vitória” em cima da morte de um cidadão brasileiro voluntário da pesquisa da Coronavac. A interrupção dos Estudos da Vacina mais viável para o Brasil foi uma Vitória dele. #ImpeachmentDeBolsonaroUrgente,,https://pbs.twimg.com/media/Eo_sGXyWMAAkHth?format=jpg&name=small,2,6,19
Maíra (hiato) e não Maira (ditongo),@ma_tosetti,2020-12-11T23:50:16.000Z,Uhul! Temos vacina! Ops... esquecemos que pra aplicar precisa de seringa. ,,https://pbs.twimg.com/media/Eo_qU5QXEAAEQY8?format=jpg&name=small,,,3
